-5.00000	0.00100	-0.00100	0.06363	-0.06363	0.00893	-0.00893
-4.99000	0.00100	-0.00100	0.06375	-0.06375	0.00895	-0.00895
-4.98000	0.00301	-0.00301	0.06412	-0.06412	0.01097	-0.01097
-4.97000	0.00503	-0.00503	0.06470	-0.06470	0.01300	-0.01300
-4.96000	0.00704	-0.00704	0.06548	-0.06548	0.01504	-0.01504
-4.95000	0.00906	-0.00906	0.06643	-0.06643	0.01707	-0.01707
-4.94000	0.01108	-0.01108	0.06752	-0.06752	0.01911	-0.01911
-4.93000	0.01309	-0.01309	0.06873	-0.06873	0.02114	-0.02114
-4.92000	0.01510	-0.01510	0.07003	-0.07003	0.02316	-0.02316
-4.91000	0.01711	-0.01711	0.07140	-0.07140	0.02518	-0.02518
-4.90000	0.01910	-0.01910	0.07282	-0.07282	0.02719	-0.02719
-4.89000	0.02108	-0.02108	0.07429	-0.07429	0.02919	-0.02919
-4.88000	0.02306	-0.02306	0.07578	-0.07578	0.03118	-0.03118
-4.87000	0.02501	-0.02501	0.07729	-0.07729	0.03315	-0.03315
-4.86000	0.02695	-0.02695	0.07882	-0.07882	0.03511	-0.03511
-4.85000	0.02887	-0.02887	0.08034	-0.08034	0.03705	-0.03705
-4.84000	0.03077	-0.03077	0.08187	-0.08187	0.03896	-0.03896
-4.83000	0.03265	-0.03265	0.08338	-0.08338	0.04086	-0.04086
-4.82000	0.03450	-0.03450	0.08489	-0.08489	0.04273	-0.04273
-4.81000	0.03633	-0.03633	0.08636	-0.08636	0.04457	-0.04457
-4.80000	0.03813	-0.03813	0.08783	-0.08783	0.04639	-0.04639
-4.79000	0.03989	-0.03989	0.08926	-0.08926	0.04817	-0.04817
-4.78000	0.04163	-0.04163	0.09066	-0.09066	0.04992	-0.04992
-4.77000	0.04333	-0.04333	0.09203	-0.09203	0.05164	-0.05164
-4.76000	0.04500	-0.04500	0.09337	-0.09337	0.05333	-0.05333
-4.75000	0.04662	-0.04662	0.09466	-0.09466	0.05497	-0.05497
-4.74000	0.04821	-0.04821	0.09591	-0.09591	0.05658	-0.05658
-4.73000	0.04976	-0.04976	0.09711	-0.09711	0.05814	-0.05814
-4.72000	0.05127	-0.05127	0.09828	-0.09828	0.05967	-0.05967
-4.71000	0.05273	-0.05273	0.09940	-0.09940	0.06114	-0.06114
-4.70000	0.05414	-0.05414	0.10045	-0.10045	0.06257	-0.06257
-4.69000	0.05551	-0.05551	0.10145	-0.10145	0.06395	-0.06395
-4.68000	0.05683	-0.05683	0.10239	-0.10239	0.06528	-0.06528
-4.67000	0.05809	-0.05809	0.10330	-0.10330	0.06655	-0.06655
-4.66000	0.05931	-0.05931	0.10414	-0.10414	0.06777	-0.06777
-4.65000	0.06047	-0.06047	0.10491	-0.10491	0.06892	-0.06892
-4.64000	0.06158	-0.06158	0.10562	-0.10562	0.07003	-0.07003
-4.63000	0.06263	-0.06263	0.10627	-0.10627	0.07106	-0.07106
-4.62000	0.06362	-0.06362	0.10684	-0.10684	0.07203	-0.07203
-4.61000	0.06455	-0.06455	0.10735	-0.10735	0.07292	-0.07292
-4.60000	0.06543	-0.06543	0.10778	-0.10778	0.07372	-0.07372
-4.59000	0.06624	-0.06624	0.10816	-0.10816	0.07444	-0.07444
-4.58000	0.06699	-0.06699	0.10847	-0.10847	0.07507	-0.07507
-4.57000	0.06768	-0.06768	0.10871	-0.10871	0.07564	-0.07564
-4.56000	0.06830	-0.06830	0.10887	-0.10887	0.07612	-0.07612
-4.55000	0.06886	-0.06886	0.10895	-0.10895	0.07648	-0.07648
-4.54000	0.06935	-0.06935	0.10896	-0.10896	0.07673	-0.07673
-4.53000	0.06978	-0.06978	0.10889	-0.10889	0.07694	-0.07694
-4.52000	0.07014	-0.07014	0.10875	-0.10875	0.07703	-0.07703
-4.51000	0.07043	-0.07043	0.10852	-0.10852	0.07700	-0.07700
-4.50000	0.07065	-0.07065	0.10822	-0.10822	0.07686	-0.07686
-4.49000	0.07081	-0.07081	0.10784	-0.10784	0.07667	-0.07667
-4.48000	0.07089	-0.07089	0.10738	-0.10738	0.07636	-0.07636
-4.47000	0.07091	-0.07091	0.10684	-0.10684	0.07593	-0.07593
-4.46000	0.07085	-0.07085	0.10622	-0.10622	0.07541	-0.07541
-4.45000	0.07073	-0.07073	0.10553	-0.10553	0.07483	-0.07483
-4.44000	0.07053	-0.07053	0.10476	-0.10476	0.07413	-0.07413
-4.43000	0.07026	-0.07026	0.10390	-0.10390	0.07333	-0.07333
-4.42000	0.06992	-0.06992	0.10297	-0.10297	0.07245	-0.07245
-4.41000	0.06951	-0.06951	0.10195	-0.10195	0.07150	-0.07150
-4.40000	0.06903	-0.06903	0.10086	-0.10086	0.07049	-0.07049
-4.39000	0.06848	-0.06848	0.09968	-0.09968	0.06943	-0.06943
-4.38000	0.06786	-0.06786	0.09842	-0.09842	0.06839	-0.06839
-4.37000	0.06717	-0.06717	0.09709	-0.09709	0.06747	-0.06747
-4.36000	0.06641	-0.06641	0.09567	-0.09567	0.06660	-0.06660
-4.35000	0.06558	-0.06558	0.09418	-0.09418	0.06570	-0.06570
-4.34000	0.06468	-0.06468	0.09261	-0.09261	0.06474	-0.06474
-4.33000	0.06371	-0.06371	0.09096	-0.09096	0.06375	-0.06375
-4.32000	0.06268	-0.06268	0.08923	-0.08923	0.06270	-0.06270
-4.31000	0.06157	-0.06157	0.08743	-0.08743	0.06159	-0.06159
-4.30000	0.06041	-0.06041	0.08555	-0.08555	0.06041	-0.06041
-4.29000	0.05917	-0.05917	0.08360	-0.08360	0.05918	-0.05918
-4.28000	0.05788	-0.05788	0.08158	-0.08158	0.05788	-0.05788
-4.27000	0.05651	-0.05651	0.07948	-0.07948	0.05652	-0.05652
-4.26000	0.05509	-0.05509	0.07731	-0.07731	0.05509	-0.05509
-4.25000	0.05361	-0.05361	0.07508	-0.07508	0.05361	-0.05361
-4.24000	0.05206	-0.05206	0.07277	-0.07277	0.05206	-0.05206
-4.23000	0.05046	-0.05046	0.07040	-0.07040	0.05046	-0.05046
-4.22000	0.04880	-0.04880	0.06796	-0.06796	0.04880	-0.04880
-4.21000	0.04708	-0.04708	0.06546	-0.06546	0.04708	-0.04708
-4.20000	0.04530	-0.04530	0.06290	-0.06290	0.04530	-0.04530
-4.19000	0.04348	-0.04348	0.06027	-0.06027	0.04348	-0.04348
-4.18000	0.04160	-0.04160	0.05759	-0.05759	0.04160	-0.04160
-4.17000	0.03967	-0.03967	0.05485	-0.05485	0.03967	-0.03967
-4.16000	0.03770	-0.03770	0.05205	-0.05205	0.03770	-0.03770
-4.15000	0.03567	-0.03567	0.04920	-0.04920	0.03567	-0.03567
-4.14000	0.03360	-0.03360	0.04630	-0.04630	0.03360	-0.03360
-4.13000	0.03149	-0.03149	0.04334	-0.04334	0.03149	-0.03149
-4.12000	0.02934	-0.02934	0.04034	-0.04034	0.02934	-0.02934
-4.11000	0.02714	-0.02714	0.03729	-0.03729	0.02714	-0.02714
-4.10000	0.02491	-0.02491	0.03420	-0.03420	0.02491	-0.02491
-4.09000	0.02265	-0.02265	0.03107	-0.03107	0.02265	-0.02265
-4.08000	0.02035	-0.02035	0.02790	-0.02790	0.02035	-0.02035
-4.07000	0.01802	-0.01802	0.02469	-0.02469	0.01802	-0.01802
